locus_tag; genomes
ECB_03495; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_t00057; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03120; Ara+2_50K_11342_annotated.gd, Ara+2_50K_11343_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_03125; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_04258; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03301; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03305; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02780; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00092; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02649; Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00141; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_00140; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01552; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00148; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01225; Ara-1_50K_11331_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_04271; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02768; Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01305; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00439; Ara-2_50K_11333_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02050; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01547; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_01234; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01235; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01053; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01051; Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01056; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03807; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03806; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02821; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03792; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03576; Ara-2_50K_11335_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03570; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_02558; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_03979; Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03975; Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01822; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00456; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00294; Ara-2_50K_11335_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd
ECB_00063; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03200; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00503; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03040; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00086; Ara-1_50K_11331_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00152; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00158; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01673; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01906; Ara+6_50K_11370_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_01901; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01331; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00559; Ara-1_50K_11331_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00550; Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03907; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00554; Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00420; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00421; Ara-2_50K_11335_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00427; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_t00023; Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01205; Ara-1_50K_11331_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01204; Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00884; Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01842; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01596; Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01593; Ara-3_50K_11364_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_01449; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01111; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_02141; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02148; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03815; Ara-1_50K_11331_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02818; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03810; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03811; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03818; Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02814; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02365; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03785; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03787; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03780; Ara-2_50K_11335_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02967; Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02789; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02788; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03561; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03566; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02560; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02566; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00757; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_02763; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03146; Ara-3_50K_11364_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03367; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01692; Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01409; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_03038; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01154; Ara-1_50K_11331_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03218; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03213; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03214; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03215; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00977; Ara-1_50K_11331_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01975; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00230; Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03911; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00630; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00634; Ara-3_50K_11364_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00189; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00185; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00183; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02233; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02940; Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_00529; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00525; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00526; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00454; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd
ECB_01698; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00459; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01908; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01219; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03015; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01070; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01071; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03017; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01078; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02529; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd
ECB_03547; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01587; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_01589; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00857; Ara-3_50K_11364_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_00008; Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01105; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01455; Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01103; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02155; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03502; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02076; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02803; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02021; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02369; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02976; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02579; Ara+6_50K_11370_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_03512; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01128; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02577; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02570; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02572; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02778; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03686; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03682; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03506; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03999; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02480; Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02484; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03429; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03428; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03359; Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03358; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04185; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03357; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03355; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03190; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03192; Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_03229; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03228; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03225; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03224; Ara-2_50K_11335_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_03223; Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_03220; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04272; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01796; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_04160; Ara+3_50K_11345_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01914; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00192; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00627; Ara-2_50K_11335_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_00198; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01136; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd
ECB_03067; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00538; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00536; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00537; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00531; Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01661; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_00941; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01264; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04278; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00436; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd
ECB_00842; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00840; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01869; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01929; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01465; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02163; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01712; Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00354; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01485; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01955; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02013; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02012; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02017; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02016; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_02014; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02018; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03760; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03764; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03857; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00325; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00844; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03462; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02905; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02909; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03505; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03503; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02588; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03696; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03694; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03695; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03692; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02746; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02745; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02744; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02743; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03987; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03164; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03165; Ara+5_50K_11367_annotated.gd, Ara+5_50K_11368_annotated.gd
ECB_03161; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_04194; Ara-2_50K_11335_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_04195; Ara-2_50K_11335_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_03182; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03180; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03181; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03187; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03184; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03185; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01370; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02741; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01353; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_01357; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd
ECB_02890; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02324; Ara-3_50K_11364_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_03232; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01358; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd
ECB_r00007; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04197; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03639; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04175; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01928; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00614; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00619; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00050; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd
ECB_00501; Ara-6_50K_11390_annotated.gd, Ara-6_50K_11389_annotated.gd
ECB_01998; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00056; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01671; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01675; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00276; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00851; Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_00093; Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01270; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01924; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01016; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01013; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01870; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01872; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01874; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00871; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00870; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02227; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01474; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01477; Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00477; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01709; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01492; Ara+6_50K_11370_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01493; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd
